Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 78509.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 9.33 sec. (3030.75 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      731.6014    22                    731.6014    14843         
      0     0      691.1622   327      626.0553 UserPurge1: 153    16249   10.40%
      0     0      691.1565   318      626.0553 UserPurge1: 157    16266   10.40%
      0     0      691.1401   312      626.0553 UserPurge1: 158    16296   10.40%
      0     0      691.1006   339      626.0553 UserPurge1: 157    16330   10.39%
      0     0      691.0865   284      626.0553 UserPurge1: 159    16347   10.39%
      0     0      691.0707   291      626.0553 UserPurge1: 151    16375   10.38%
      0     0      691.0651   334      626.0553 UserPurge1: 152    16385   10.38%
      0     0      691.0527   316      626.0553 UserPurge1: 155    16410   10.38%
      0     0      691.0435   355      626.0553 UserPurge1: 158    16431   10.38%
      0     0      691.0354   321      626.0553 UserPurge1: 158    16448   10.38%
      0     0      691.0312   329      626.0553 UserPurge1: 157    16464   10.38%
      0     0      691.0307   354      626.0553 UserPurge1: 156    16470   10.38%
      0     0      691.0297   359      626.0553 UserPurge1: 159    16485   10.38%
      0     0      691.0287   335      626.0553 UserPurge1: 162    16500   10.38%
      0     0      691.0208   123      626.0553 UserPurge1: 159    16510   10.38%
      0     0      691.0183   378      626.0553 UserPurge1: 126    16532   10.38%
      0     0      690.9977   301      626.0553 UserPurge1: 159    16560   10.37%
      0     0      690.9734   296      626.0553 UserPurge1: 156    16590   10.37%
      0     0      690.9617   123      626.0553 UserPurge1: 154    16602   10.37%
      0     0      690.9613   276      626.0553 UserPurge1: 130    16606   10.37%
      0     0      690.9569   301      626.0553 UserPurge1: 156    16621   10.37%
      0     0      690.9522   329      626.0553 UserPurge1: 155    16631   10.37%
      0     0      690.9474   337      626.0553 UserPurge1: 157    16651   10.37%
      0     0      690.9463   351      626.0553 UserPurge1: 158    16655   10.37%
      0     0      690.9430   332      626.0553 UserPurge1: 160    16675   10.36%
      0     0      690.9386   360      626.0553 UserPurge1: 160    16691   10.36%
      0     0      690.9351   327      626.0553 UserPurge1: 163    16709   10.36%
      0     0      690.9210   389      626.0553 UserPurge1: 158    16743   10.36%
      0     0      690.9034   326      626.0553 UserPurge1: 164    16769   10.36%
      0     0      690.8968   317      626.0553 UserPurge1: 160    16785   10.36%
      0     0      690.8909   333      626.0553 UserPurge1: 160    16819   10.36%
      0     0      690.8869   331      626.0553 UserPurge1: 156    16844   10.36%
      0     0      690.8834   346      626.0553 UserPurge1: 161    16862   10.36%
      0     0      690.8828   351      626.0553 UserPurge1: 162    16869   10.35%
      0     0      690.8776   341      626.0553 UserPurge1: 162    16884   10.35%
      0     0      690.8758   337      626.0553 UserPurge1: 157    16894   10.35%
      0     0      690.8741   361      626.0553 UserPurge1: 159    16916   10.35%
      0     0      690.8695   315      626.0553 UserPurge1: 161    16939   10.35%
      0     0      690.8664   396      626.0553 UserPurge1: 160    16958   10.35%
      0     0      690.8649   351      626.0553 UserPurge1: 164    16966   10.35%
      0     0      690.8633   393      626.0553 UserPurge1: 162    16984   10.35%
      0     0      690.8594   393      626.0553 UserPurge1: 162    17002   10.35%
      0     0      690.8565   383      626.0553 UserPurge1: 165    17013   10.35%
      0     0      690.8536   399      626.0553 UserPurge1: 162    17032   10.35%
      0     0      690.8460   378      626.0553 UserPurge1: 165    17058   10.35%
      0     0      690.8411   389      626.0553 UserPurge1: 167    17080   10.35%
      0     0      690.8256   360      626.0553 UserPurge1: 169    17112   10.35%
      0     0      690.8099   349      626.0553 UserPurge1: 160    17153   10.34%
      0     0      690.8060   351      626.0553 UserPurge1: 157    17166   10.34%
      0     0      690.7922   360      626.0553 UserPurge1: 159    17200   10.34%
      0     0      690.7901   316      626.0553 UserPurge1: 159    17215   10.34%
      0     0      690.7866   358      626.0553 UserPurge1: 159    17239   10.34%
      0     0      690.7823   394      626.0553 UserPurge1: 165    17260   10.34%
      0     0      690.7729   357      626.0553 UserPurge1: 166    17286   10.34%
      0     0      690.7582   338      626.0553 UserPurge1: 162    17314   10.34%
      0     0      690.7498   351      626.0553 UserPurge1: 162    17333   10.33%
      0     0      690.7393   327      626.0553 UserPurge1: 160    17359   10.33%
      0     0      690.7268   387      626.0553 UserPurge1: 161    17386   10.33%
      0     0      690.7202   336      626.0553 UserPurge1: 166    17407   10.33%
      0     0      690.7179   397      626.0553 UserPurge1: 160    17418   10.33%
      0     0      690.7055   373      626.0553 UserPurge1: 164    17447   10.33%
      0     0      690.6960   360      626.0553 UserPurge1: 166    17462   10.33%
      0     0      690.6823   353      626.0553 UserPurge1: 166    17477   10.32%
      0     0      690.6651   367      626.0553 UserPurge1: 159    17510   10.32%
      0     0      690.6564   355      626.0553 UserPurge1: 165    17546   10.32%
      0     0      690.6528   340      626.0553 UserPurge1: 160    17571   10.32%
      0     0      690.6506   343      626.0553 UserPurge1: 159    17594   10.32%
      0     0      690.6502   357      626.0553 UserPurge1: 163    17609   10.32%
      0     0      690.6490   372      626.0553 UserPurge1: 164    17628   10.32%
      0     0      690.6480   387      626.0553 UserPurge1: 166    17647   10.32%
      0     0      690.6472   362      626.0553 UserPurge1: 168    17665   10.32%
      0     0      690.6443   387      626.0553 UserPurge1: 164    17688   10.32%
      0     0      690.6335   437      626.0553 UserPurge1: 170    17725   10.32%
      0     0      690.6245   367      626.0553 UserPurge1: 172    17755   10.31%
      0     0      690.6198   365      626.0553 UserPurge1: 166    17775   10.31%
      0     0      690.6043   409      626.0553 UserPurge1: 166    17820   10.31%
      0     0      690.6017   336      626.0553 UserPurge1: 166    17831   10.31%
      0     0      690.6014   336      626.0553 UserPurge1: 161    17832   10.31%
      0     0      690.5995   392      626.0553 UserPurge1: 162    17848   10.31%
      0     0      690.5984   407      626.0553 UserPurge1: 163    17865   10.31%
      0     0      690.5981   436      626.0553 UserPurge1: 167    17873   10.31%
      0     0      690.5976   408      626.0553 UserPurge1: 170    17894   10.31%
      0     0      690.5907   335      626.0553 UserPurge1: 170    17926   10.31%
      0     0      690.5873   377      626.0553 UserPurge1: 163    17939   10.31%
      0     0      690.5812   341      626.0553 UserPurge1: 164    17959   10.31%
      0     0      690.5764   363      626.0553 UserPurge1: 164    17972   10.31%
      0     0      690.5650   343      626.0553 UserPurge1: 166    18002   10.30%
      0     0      690.5617   351      626.0553 UserPurge1: 162    18012   10.30%
      0     0      690.5372   368      626.0553 UserPurge1: 163    18040   10.30%
      0     0      690.5261   342      626.0553 UserPurge1: 165    18071   10.30%
      0     0      690.5210   361      626.0553 UserPurge1: 165    18098   10.30%
      0     0      690.5196   375      626.0553 UserPurge1: 169    18111   10.30%
      0     0      690.5175   400      626.0553 UserPurge1: 166    18138   10.30%
      0     0      690.5163   379      626.0553 UserPurge1: 171    18163   10.30%
      0     0      690.5152   370      626.0553 UserPurge1: 169    18186   10.30%
      0     0      690.5132   395      626.0553 UserPurge1: 166    18204   10.30%
      0     0      690.5101   400      626.0553 UserPurge1: 171    18230   10.30%
      0     0      690.5096   390      626.0553 UserPurge1: 170    18236   10.30%
      0     0      690.5061   389      626.0553 UserPurge1: 171    18258   10.29%
      0     0      690.4949   391      626.0553 UserPurge1: 166    18310   10.29%
      0     0      690.4892   405      626.0553 UserPurge1: 169    18336   10.29%
      0     0      690.4838   469      626.0553 UserPurge1: 172    18373   10.29%
      0     0      690.4755   395      626.0553 UserPurge1: 176    18407   10.29%
      0     0      690.4746   351      626.0553 UserPurge1: 170    18416   10.29%
      0     0      690.4718   420      626.0553 UserPurge1: 167    18438   10.29%
      0     0      690.4691   398      626.0553 UserPurge1: 171    18456   10.29%
      0     0      690.4663   399      626.0553 UserPurge1: 170    18480   10.29%
      0     0      690.4622   351      626.0553 UserPurge1: 171    18502   10.29%
      0     0      690.4580   420      626.0553 UserPurge1: 168    18527   10.29%
      0     0      690.4513   399      626.0553 UserPurge1: 171    18550   10.29%
      0     0      690.4451   418      626.0553 UserPurge1: 176    18598   10.29%
      0     0      690.4424   451      626.0553 UserPurge1: 174    18623   10.28%
      0     0      690.4390   448      626.0553 UserPurge1: 176    18648   10.28%
      0     0      690.4357   449      626.0553 UserPurge1: 178    18669   10.28%
      0     0      690.4245   409      626.0553 UserPurge1: 177    18707   10.28%
      0     0      690.4233   407      626.0553 UserPurge1: 172    18715   10.28%
      0     0      690.4177   432      626.0553 UserPurge1: 170    18743   10.28%
      0     0      690.4139   413      626.0553 UserPurge1: 173    18764   10.28%
      0     0      690.4125   430      626.0553 UserPurge1: 172    18773   10.28%
      0     0      690.4090   398      626.0553 UserPurge1: 176    18794   10.28%
      0     0      690.4025   449      626.0553 UserPurge1: 173    18830   10.28%
      0     0      690.3952   483      626.0553 UserPurge1: 174    18843   10.28%
      0     0      690.3816   465      626.0553 UserPurge1: 181    18884   10.27%
      0     0      690.3815   465      626.0553 UserPurge1: 172    18885   10.27%
      0     0      690.3622   398      626.0553 UserPurge1: 173    18930   10.27%
      0     0      690.3429   389      626.0553 UserPurge1: 166    18972   10.27%
      0     0      690.3260   529      626.0553 UserPurge1: 167    19018   10.27%
      0     0      690.3130   351      626.0553 UserPurge1: 176    19051   10.26%
      0     0      690.3107   540      626.0553 UserPurge1: 164    19064   10.26%
      0     0      690.3015   404      626.0553 UserPurge1: 177    19095   10.26%
      0     0      690.2951   537      626.0553 UserPurge1: 170    19127   10.26%
      0     0      690.2928   369      626.0553 UserPurge1: 178    19150   10.26%
      0     0      690.2826   439      626.0553 UserPurge1: 165    19203   10.26%
      0     0      690.2759   382      626.0553 UserPurge1: 172    19225   10.26%
      0     0      690.2724   423      626.0553 UserPurge1: 167    19235   10.26%
      0     0      690.2699   515      626.0553 UserPurge1: 170    19255   10.26%
      0     0      690.2671   365      626.0553 UserPurge1: 176    19277   10.26%
      0     0      690.2649   392      626.0553 UserPurge1: 172    19300   10.26%
      0     0      690.2643   387      626.0553 UserPurge1: 168    19339   10.26%
      0     0      690.2618   383      626.0553 UserPurge1: 167    19354   10.26%
      0     0      690.2576   400      626.0553 UserPurge1: 169    19373   10.26%
      0     0      690.2559   423      626.0553 UserPurge1: 170    19392   10.25%
      0     0      690.2521   424      626.0553 UserPurge1: 174    19435   10.25%
      0     0      690.2473   454      626.0553 UserPurge1: 171    19462   10.25%
      0     0      690.2466   466      626.0553 UserPurge1: 174    19483   10.25%
      0     0      690.2438   440      626.0553 UserPurge1: 176    19506   10.25%
      0     0      690.2417   457      626.0553 UserPurge1: 174    19537   10.25%
      0     0      690.2399   436      626.0553 UserPurge1: 177    19563   10.25%
      0     0      690.2386   488      626.0553 UserPurge1: 176    19578   10.25%
      0     0      690.2373   461      626.0553 UserPurge1: 180    19599   10.25%
      0     0      690.2325   462      626.0553 UserPurge1: 175    19634   10.25%
      0     0      690.2308   491      626.0553 UserPurge1: 176    19655   10.25%
      0     0      690.2288   476      626.0553 UserPurge1: 178    19685   10.25%
      0     0      690.2273   490      626.0553 UserPurge1: 181    19719   10.25%
      0     0      690.2193   432      626.0553 UserPurge1: 181    19763   10.25%
      0     0      690.2024   553      626.0553 UserPurge1: 174    19822   10.25%
      0     0      690.1883   373      626.0553 UserPurge1: 178    19854   10.24%
      0     0      690.1765   383      626.0553 UserPurge1: 165    19892   10.24%
      0     0      690.1692   540      626.0553 UserPurge1: 169    19947   10.24%
      0     0      690.1662   541      626.0553 UserPurge1: 174    19981   10.24%
      0     0      690.1611   395      626.0553 UserPurge1: 177    20018   10.24%
      0     0      690.1531   388      626.0553 UserPurge1: 169    20043   10.24%
      0     0      690.1482   418      626.0553 UserPurge1: 170    20068   10.24%
      0     0      690.1473   560      626.0553 UserPurge1: 173    20083   10.24%
      0     0      690.1456   414      626.0553 UserPurge1: 178    20105   10.24%
      0     0      690.1398   432      626.0553 UserPurge1: 173    20140   10.24%
      0     0      690.1359   423      626.0553 UserPurge1: 174    20175   10.24%
      0     0      690.1342   448      626.0553 UserPurge1: 174    20212   10.24%
      0     0      690.1306   423      626.0553 UserPurge1: 179    20271   10.23%
      0     0      690.1293   449      626.0553 UserPurge1: 173    20302   10.23%
      0     0      690.1259   395      626.0553 UserPurge1: 178    20370   10.23%
      0     0      690.1229   405      626.0553 UserPurge1: 169    20401   10.23%
      0     0      690.1217   591      626.0553 UserPurge1: 173    20428   10.23%
      0     0      690.1198   438      626.0553 UserPurge1: 180    20468   10.23%
      0     0      690.1139   439      626.0553 UserPurge1: 177    20521   10.23%
      0     0      690.1112   591      626.0553 UserPurge1: 176    20555   10.23%
      0     0      690.1088   431      626.0553 UserPurge1: 185    20587   10.23%
      0     0      690.1079   453      626.0553 UserPurge1: 179    20619   10.23%
      0     0      690.1030   449      626.0553 UserPurge1: 181    20652   10.23%
      0     0      690.0989   438      626.0553 UserPurge1: 182    20692   10.23%
      0     0      690.0916   408      626.0553 UserPurge1: 179    20747   10.23%
      0     0      690.0826   403      626.0553 UserPurge1: 175    20785   10.23%
      0     0      690.0779   487      626.0553 UserPurge1: 171    20823   10.23%
      0     0      690.0740   452      626.0553 UserPurge1: 182    20858   10.23%
      0     0      690.0680   414      626.0553 UserPurge1: 178    20902   10.22%
      0     0      690.0652   395      626.0553 UserPurge1: 173    20936   10.22%
      0     0      690.0622   484      626.0553 UserPurge1: 173    20971   10.22%
      0     0      690.0577   544      626.0553 UserPurge1: 181    21010   10.22%
      0     0      690.0557   578      626.0553 UserPurge1: 182    21048   10.22%
      0     0      690.0537   602      626.0553 UserPurge1: 184    21079   10.22%
      0     0      690.0515   597      626.0553 UserPurge1: 190    21123   10.22%
      0     0      690.0476   418      626.0553 UserPurge1: 190    21156   10.22%
      0     0      690.0418   636      626.0553 UserPurge1: 175    21197   10.22%
      0     0      690.0353   446      626.0553 UserPurge1: 192    21242   10.22%
      0     0      690.0327   614      626.0553 UserPurge1: 176    21275   10.22%
      0     0      690.0309   620      626.0553 UserPurge1: 190    21311   10.22%
      0     0      690.0262   597      626.0553 UserPurge1: 189    21363   10.22%
      0     0      690.0229   460      626.0553 UserPurge1: 187    21414   10.22%
      0     0      690.0194   441      626.0553 UserPurge1: 178    21445   10.22%
      0     0      690.0177   432      626.0553 UserPurge1: 177    21481   10.22%
      0     0      690.0168   443      626.0553 UserPurge1: 178    21496   10.22%
      0     0      690.0140   457      626.0553 UserPurge1: 181    21549   10.22%
      0     0      690.0117   450      626.0553 UserPurge1: 179    21588   10.22%
      0     0      690.0104   484      626.0553 UserPurge1: 180    21618   10.22%
      0     0      690.0081   436      626.0553 UserPurge1: 180    21658   10.22%
      0     0      690.0035   453      626.0553 UserPurge1: 177    21691   10.21%
      0     0      689.9985   563      626.0553 UserPurge1: 183    21741   10.21%
      0     0      689.9979   599      626.0553 UserPurge1: 184    21757   10.21%
      0     0      689.9950   428      626.0553 UserPurge1: 189    21780   10.21%
      0     0      689.9924   628      626.0553 UserPurge1: 177    21815   10.21%
      0     0      689.9918   465      626.0553 UserPurge1: 193    21844   10.21%
      0     0      689.9902   473      626.0553 UserPurge1: 183    21878   10.21%
      0     0      689.9863   511      626.0553 UserPurge1: 184    21920   10.21%
      0     0      689.9821   476      626.0553 UserPurge1: 184    21982   10.21%
      0     0      689.9812   516      626.0553 UserPurge1: 182    22012   10.21%
      0     0      689.9793   607      626.0553 UserPurge1: 186    22046   10.21%
      0     0      689.9752   493      626.0553 UserPurge1: 189    22102   10.21%
      0     0      689.9698   436      626.0553 UserPurge1: 183    22145   10.21%
      0     2      689.9698   436      626.0553      689.8079    22145   10.18%                        0             0
Elapsed time = 2100.49 sec. (610465.48 ticks, tree = 0.00 MB, solutions = 5)
      1     3      687.6917   244      626.0553      687.6905    22301    9.84%x_ENSP0000000918 U      1      0      1
      2     4      686.8721   497      626.0553      687.5597    23360    9.82%x_ENSP0000034085 N      2      1      2
      3     5      687.3372   288      626.0553      687.3365    23542    9.79%x_ENSP0000034085 U      3      1      2
      4     6      687.1686   280      626.0553      687.2984    23745    9.78%x_ENSMUSP0000003 D      4      3      3
      5     7      686.6300   268      626.0553      687.1682    24282    9.76%x_ENSMUSP0000003 N      5      3      3
      6     8      687.0026   261      626.0553      687.1682    24365    9.76%z_ENSMUSP0000011 D      6      4      4
      7     9      686.9146    89      626.0553      687.1682    24424    9.76%x_ENSMUSP0000002 D      7      6      5
*     8+    8                          677.9213      687.1682    24663    1.36%
      8    10      686.2395     5      677.9213      687.1682    24663    1.36%x_ENSMUSP0000002 U      8      6      5
      9    11      686.3151   378      677.9213      687.1682    25535    1.36%x_ENSP0000025386 N      9      7      6
     10    12      683.7072    43      677.9213      687.1682    25709    1.36%x_ENSP0000025386 U     10      7      6
Elapsed time = 2950.87 sec. (1279579.54 ticks, tree = 1.88 MB, solutions = 6)
     11    13      686.3096   308      677.9213      687.1682    25745    1.36%x_ENSMUSP0000007 U     11      9      7
     12    14      686.3038   385      677.9213      687.1682    25790    1.36%x_ENSMUSP0000005 D     12     11      8
     13    15      686.2999   337      677.9213      687.1682    25812    1.36%x_ENSP0000026191 D     13     12      9
     14    16      685.8621   572      677.9213      687.1682    27877    1.36%x_ENSMUSP0000005 N     14     13     10
     15    17      686.0066   291      677.9213      687.1682    27976    1.36%x_ENSMUSP0000005 U     15     13     10
     16    18      685.8781     5      677.9213      687.1682    28173    1.36%x_ENSMUSP0000010 U     16     15     11
     17    19      685.3855    89      677.9213      687.1682    28379    1.36%x_ENSMUSP0000010 D     17     15     11
     18    20      685.8737   215      677.9213      687.1682    28463    1.36%x_ENSMUSP0000003 D     18     16     12
     19    21      685.8370     7      677.9213      687.1682    28519    1.36%x_ENSMUSP0000003 U     19     16     12
     20    22      685.2118   383      677.9213      687.1682    29783    1.36%x_ENSMUSP0000002 N     20     19     13
Elapsed time = 3915.23 sec. (2273158.10 ticks, tree = 3.79 MB, solutions = 6)
     21    23      685.8234     5      677.9213      687.1682    29813    1.36%x_ENSMUSP0000002 U     21     19     13
     22    24      685.2092   402      677.9213      687.1682    29843    1.36%x_ENSP0000036875 D     22     20     14
     23    25      684.4854     5      677.9213      687.1682    29990    1.36%x_ENSP0000036875 U     23     20     14
     24    26      685.2071   370      677.9213      687.1682    30006    1.36%x_ENSMUSP0000008 D     24     22     15
     25    27      685.1384   316      677.9213      687.1682    30091    1.36%x_ENSMUSP0000008 U     25     22     15
     26    28      685.2062   353      677.9213      687.1682    30099    1.36%x_ENSMUSP0000000 D     26     24     16
     27    29      684.9559   248      677.9213      687.1682    32247    1.36%z_ENSMUSP0000003 N     27     26     17
     28    30      684.6250   248      677.9213      687.1682    32722    1.36%z_ENSMUSP0000003 D     28     26     17
     29    31      684.6239   273      677.9213      687.1682    32762    1.36%x_ENSMUSP0000007 D     29     28     18
     30    32      681.8904    85      677.9213      687.1682    33393    1.36%x_ENSMUSP0000007 U     30     28     18
Elapsed time = 4624.92 sec. (2868373.37 ticks, tree = 4.13 MB, solutions = 6)
     31    33      684.1792   184      677.9213      687.1682    33845    1.36%x_ENSMUSP0000002 U     31     29     19
     32    34      684.5389   296      677.9213      687.1682    34041    1.36%x_ENSMUSP0000002 D     32     29     19
     33    35      684.5305   310      677.9213      687.1682    34115    1.36%x_ENSMUSP0000010 D     33     32     20
     34    36      684.2291   287      677.9213      687.1682    34622    1.36%x_ENSMUSP0000010 U     34     32     20
     35    37      684.0331   323      677.9213      687.1682    36152    1.36%x_ENSMUSP0000010 N     35     33     21
