intEpsilon: 1e-05
cutEpsilon: 1e-05
Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 240722.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 252.80 sec. (66661.74 ticks)
      0     0       64.5611   550       52.7013 UserPurge1: 24    55767   22.50%
      0     0       64.5508   546       52.7013 UserPurge1: 20    55813   22.48%
      0     0       64.5484   550       52.7013 UserPurge1: 20    55827   22.48%
      0     0       64.5458   551       52.7013 UserPurge1: 20    55888   22.47%
      0     0       64.5375   571       52.7013 UserPurge1: 20    55965   22.46%
      0     0       64.5195   568       52.7013 UserPurge1: 20    56061   22.42%
      0     0       64.5148   567       52.7013 UserPurge1: 20    56090   22.42%
      0     0       64.5037   559       52.7013 UserPurge1: 22    56158   22.39%
      0     0       64.5010   565       52.7013 UserPurge1: 20    56180   22.39%
      0     0       64.4872   554       52.7013 UserPurge1: 20    56277   22.36%
      0     0       64.4819   557       52.7013 UserPurge1: 37    56333   22.35%
      0     0       64.4817   564       52.7013 UserPurge1: 20    56339   22.35%
      0     0       64.4801   590       52.7013 UserPurge1: 20    56374   22.35%
      0     0       64.4730   577       52.7013 UserPurge1: 20    56470   22.34%
      0     0       64.4653   570       52.7013 UserPurge1: 20    56550   22.32%
      0     0       64.4622   618       52.7013 UserPurge1: 20    56575   22.32%
      0     0       64.4585   576       52.7013 UserPurge1: 20    56637   22.31%
      0     0       64.4559   571       52.7013 UserPurge1: 20    56704   22.30%
      0     0       64.4545   589       52.7013 UserPurge1: 20    56729   22.30%
      0     0       64.4536   610       52.7013 UserPurge1: 20    56751   22.30%
      0     0       64.4467   573       52.7013 UserPurge1: 20    56835   22.29%
      0     0       64.4432   551       52.7013 UserPurge1: 20    56878   22.28%
      0     0       64.4423   595       52.7013 UserPurge1: 20    56896   22.28%
      0     0       64.4393   639       52.7013 UserPurge1: 20    56951   22.27%
      0     0       64.4361   594       52.7013 UserPurge1: 20    56998   22.27%
      0     0       64.4321   616       52.7013 UserPurge1: 20    57075   22.26%
      0     0       64.4246   622       52.7013 UserPurge1: 20    57174   22.24%
      0     0       64.4235   636       52.7013 UserPurge1: 20    57184   22.24%
      0     0       64.4205   642       52.7013 UserPurge1: 20    57215   22.24%
      0     0       64.4205   649       52.7013 UserPurge1: 20    57217   22.24%
      0     0       64.4188   616       52.7013 UserPurge1: 20    57281   22.23%
      0     0       64.4183   628       52.7013 UserPurge1: 22    57297   22.23%
      0     0       64.4160   635       52.7013 UserPurge1: 22    57381   22.23%
      0     0       64.4127   582       52.7013 UserPurge1: 22    57469   22.22%
      0     0       64.4111   623       52.7013 UserPurge1: 20    57520   22.22%
      0     0       64.4093   642       52.7013 UserPurge1: 20    57577   22.22%
      0     0       64.4082   603       52.7013 UserPurge1: 25    57613   22.21%
      0     0       64.4069   596       52.7013 UserPurge1: 20    57656   22.21%
      0     0       64.4061   602       52.7013 UserPurge1: 20    57699   22.21%
      0     0       64.4057   631       52.7013 UserPurge1: 20    57715   22.21%
      0     0       64.4055   629       52.7013 UserPurge1: 20    57725   22.21%
      0     0       64.4049   635       52.7013 UserPurge1: 20    57754   22.21%
      0     0       64.4034   659       52.7013 UserPurge1: 20    57804   22.20%
      0     0       64.4015   653       52.7013 UserPurge1: 23    57880   22.20%
      0     0       64.3992   664       52.7013 UserPurge1: 20    57971   22.20%
      0     0       64.3989   664       52.7013 UserPurge1: 20    57992   22.20%
      0     0       64.3981   657       52.7013 UserPurge1: 20    58071   22.19%
      0     0       64.3977   707       52.7013 UserPurge1: 20    58133   22.19%
      0     0       64.3964   642       52.7013 UserPurge1: 28    58202   22.19%
      0     0       64.3959   675       52.7013 UserPurge1: 20    58257   22.19%
      0     0       64.3945   652       52.7013 UserPurge1: 20    58357   22.19%
      0     0       64.3937   670       52.7013 UserPurge1: 20    58416   22.19%
      0     0       64.3935   673       52.7013 UserPurge1: 23    58452   22.19%
      0     0       64.3932   683       52.7013 UserPurge1: 20    58473   22.19%
      0     0       64.3911   664       52.7013 UserPurge1: 20    58649   22.18%
      0     0       64.3889   646       52.7013 UserPurge1: 20    58771   22.18%
      0     0       64.3882   692       52.7013 UserPurge1: 20    58816   22.18%
      0     0       64.3869   109       52.7013 UserPurge1: 20    58865   22.17%
      0     0       64.3819   691       52.7013 UserPurge1: 45    58967   22.16%
      0     0       64.3765   637       52.7013 UserPurge1: 23    59103   22.15%
      0     0       64.3692   643       52.7013 UserPurge1: 20    59241   22.14%
      0     0       64.3652   616       52.7013 UserPurge1: 20    59292   22.13%
      0     0       64.3632   670       52.7013 UserPurge1: 20    59335   22.13%
      0     0       64.3610   621       52.7013 UserPurge1: 20    59390   22.12%
      0     0       64.3603   629       52.7013 UserPurge1: 20    59419   22.12%
      0     0       64.3574   620       52.7013 UserPurge1: 20    59479   22.12%
      0     0       64.3547   621       52.7013 UserPurge1: 20    59513   22.11%
      0     0       64.3536   623       52.7013 UserPurge1: 20    59530   22.11%
      0     0       64.3512   647       52.7013 UserPurge1: 20    59564   22.11%
      0     0       64.3492   645       52.7013 UserPurge1: 20    59591   22.10%
      0     0       64.3456   637       52.7013 UserPurge1: 20    59646   22.09%
      0     0       64.3450   642       52.7013 UserPurge1: 20    59664   22.09%
      0     0       64.3448   652       52.7013 UserPurge1: 20    59679   22.09%
      0     0       64.3440   703       52.7013 UserPurge1: 20    59719   22.09%
      0     0       64.3417   674       52.7013 UserPurge1: 20    59765   22.09%
      0     0       64.3398   687       52.7013 UserPurge1: 20    59826   22.08%
      0     0       64.3395   657       52.7013 UserPurge1: 20    59845   22.08%
      0     0       64.3383   698       52.7013 UserPurge1: 20    59885   22.08%
      0     0       64.3361   648       52.7013 UserPurge1: 23    59968   22.08%
      0     0       64.3333   657       52.7013 UserPurge1: 20    60065   22.07%
      0     0       64.3294   678       52.7013 UserPurge1: 20    60149   22.06%
      0     0       64.3274   666       52.7013 UserPurge1: 20    60244   22.06%
      0     0       64.3257   681       52.7013 UserPurge1: 20    60307   22.06%
      0     0       64.3244   727       52.7013 UserPurge1: 20    60341   22.05%
      0     0       64.3228   690       52.7013 UserPurge1: 20    60399   22.05%
      0     0       64.3214   691       52.7013 UserPurge1: 20    60456   22.05%
      0     0       64.3185   665       52.7013 UserPurge1: 20    60561   22.04%
      0     0       64.3168   718       52.7013 UserPurge1: 20    60597   22.04%
      0     0       64.3157   734       52.7013 UserPurge1: 20    60642   22.04%
      0     0       64.3149   700       52.7013 UserPurge1: 20    60690   22.04%
      0     0       64.3137   721       52.7013 UserPurge1: 20    60750   22.03%
      0     0       64.3133   722       52.7013 UserPurge1: 20    60772   22.03%
      0     0       64.3124   727       52.7013 UserPurge1: 20    60824   22.03%
      0     0       64.3120   734       52.7013 UserPurge1: 20    60852   22.03%
      0     0       64.3110   754       52.7013 UserPurge1: 20    60895   22.03%
      0     0       64.3102   699       52.7013 UserPurge1: 20    60930   22.03%
      0     0       64.3096   705       52.7013 UserPurge1: 20    60974   22.03%
      0     0       64.3088   719       52.7013 UserPurge1: 20    61027   22.03%
      0     0       64.3081   731       52.7013 UserPurge1: 20    61060   22.02%
      0     0       64.3075   749       52.7013 UserPurge1: 20    61109   22.02%
      0     0       64.3053   747       52.7013 UserPurge1: 20    61204   22.02%
      0     0       64.3038   698       52.7013 UserPurge1: 23    61275   22.02%
      0     0       64.3016   707       52.7013 UserPurge1: 20    61324   22.01%
      0     0       64.2998   710       52.7013 UserPurge1: 20    61406   22.01%
      0     0       64.2992   709       52.7013 UserPurge1: 20    61438   22.01%
      0     0       64.2982   731       52.7013 UserPurge1: 20    61487   22.01%
      0     0       64.2958   743       52.7013 UserPurge1: 20    61587   22.00%
      0     0       64.2950   768       52.7013 UserPurge1: 20    61610   22.00%
      0     0       64.2937   701       52.7013 UserPurge1: 20    61663   22.00%
      0     0       64.2927   772       52.7013 UserPurge1: 20    61731   21.99%
      0     0       64.2924   703       52.7013 UserPurge1: 20    61756   21.99%
      0     0       64.2920   745       52.7013 UserPurge1: 20    61779   21.99%
      0     0       64.2918   746       52.7013 UserPurge1: 20    61815   21.99%
      0     0       64.2918   751       52.7013 UserPurge1: 20    61842   21.99%
      0     0       64.2915   741       52.7013 UserPurge1: 20    61890   21.99%
      0     0       64.2914   768       52.7013 UserPurge1: 20    61920   21.99%
      0     0       64.2913   824       52.7013 UserPurge1: 20    61966   21.99%
      0     0       64.2911   823       52.7013 UserPurge1: 20    61995   21.99%
      0     0       64.2908   781       52.7013 UserPurge1: 20    62048   21.99%
      0     0       64.2906   812       52.7013 UserPurge1: 20    62078   21.99%
      0     0       64.2899   725       52.7013 UserPurge1: 20    62168   21.99%
      0     0       64.2886   730       52.7013 UserPurge1: 20    62319   21.99%
      0     0       64.2880   749       52.7013 UserPurge1: 20    62403   21.99%
      0     0       64.2877   736       52.7013 UserPurge1: 20    62458   21.99%
      0     0       64.2872   744       52.7013 UserPurge1: 20    62554   21.98%
      0     0       64.2870   759       52.7013 UserPurge1: 20    62580   21.98%
      0     0       64.2868   747       52.7013 UserPurge1: 20    62611   21.98%
      0     0       64.2868   837       52.7013 UserPurge1: 20    62641   21.98%
      0     0       64.2863   826       52.7013 UserPurge1: 20    62743   21.98%
      0     0       64.2857   786       52.7013 UserPurge1: 20    62800   21.98%
      0     0       64.2852   772       52.7013 UserPurge1: 20    62865   21.98%
      0     0       64.2851   785       52.7013 UserPurge1: 20    62885   21.98%
      0     0       64.2847   750       52.7013 UserPurge1: 20    62943   21.98%
      0     0       64.2841   773       52.7013 UserPurge1: 20    63040   21.98%
      0     0       64.2834   770       52.7013 UserPurge1: 20    63132   21.98%
      0     0       64.2832   745       52.7013 UserPurge1: 20    63169   21.98%
      0     0       64.2830   780       52.7013 UserPurge1: 20    63214   21.98%
      0     0       64.2829   780       52.7013 UserPurge1: 20    63242   21.98%
      0     0       64.2829   783       52.7013 UserPurge1: 20    63271   21.98%
      0     0       64.2828   769       52.7013 UserPurge1: 20    63285   21.98%
      0     0       64.2826   760       52.7013 UserPurge1: 20    63348   21.98%
      0     0       64.2824   792       52.7013 UserPurge1: 20    63377   21.98%
      0     0       64.2823   791       52.7013 UserPurge1: 20    63411   21.97%
      0     0       64.2821   799       52.7013 UserPurge1: 20    63466   21.97%
      0     0       64.2821   783       52.7013 UserPurge1: 20    63494   21.97%
      0     0       64.2818   770       52.7013 UserPurge1: 20    63567   21.97%
      0     0       64.2815   812       52.7013 UserPurge1: 20    63617   21.97%
      0     0       64.2814   793       52.7013 UserPurge1: 20    63690   21.97%
      0     0       64.2812   879       52.7013 UserPurge1: 20    63810   21.97%
      0     0       64.2810   891       52.7013 UserPurge1: 20    63856   21.97%
      0     0       64.2808   824       52.7013 UserPurge1: 23    63972   21.97%
      0     0       64.2800   807       52.7013 UserPurge1: 20    64051   21.97%
      0     0       64.2798   813       52.7013 UserPurge1: 20    64071   21.97%
      0     0       64.2796   799       52.7013 UserPurge1: 20    64094   21.97%
      0     0       64.2793   839       52.7013 UserPurge1: 20    64158   21.97%
      0     0       64.2790   831       52.7013 UserPurge1: 20    64204   21.97%
      0     0       64.2786   796       52.7013 UserPurge1: 20    64269   21.97%
      0     0       64.2784   778       52.7013 UserPurge1: 20    64295   21.97%
      0     0       64.2781   826       52.7013 UserPurge1: 20    64334   21.97%
      0     0       64.2777   792       52.7013 UserPurge1: 20    64429   21.97%
      0     0       64.2771   858       52.7013 UserPurge1: 20    64496   21.96%
      0     0       64.2769   803       52.7013 UserPurge1: 20    64524   21.96%
      0     0       64.2766   856       52.7013 UserPurge1: 20    64565   21.96%
      0     0       64.2766   836       52.7013 UserPurge1: 20    64582   21.96%
      0     0       64.2761   817       52.7013 UserPurge1: 20    64675   21.96%
      0     0       64.2759   808       52.7013 UserPurge1: 20    64714   21.96%
      0     0       64.2757   892       52.7013 UserPurge1: 20    64761   21.96%
      0     0       64.2752   839       52.7013 UserPurge1: 20    64880   21.96%
      0     0       64.2749   878       52.7013 UserPurge1: 20    64939   21.96%
      0     0       64.2745   767       52.7013 UserPurge1: 20    65005   21.96%
      0     0       64.2742   795       52.7013 UserPurge1: 20    65043   21.96%
      0     0       64.2739   805       52.7013 UserPurge1: 20    65080   21.96%
      0     0       64.2733   856       52.7013 UserPurge1: 20    65145   21.96%
      0     2       64.2733   856       52.7013       64.2730    65145   21.96%                        0             0
Elapsed time = 4363.88 sec. (960101.21 ticks, tree = 0.00 MB, solutions = 4)
      1     3       64.2153   656       52.7013       64.2153    65620   21.85%x_ENSMUSP0000002 D      1      0      1
      2     4       63.9786   711       52.7013       64.2150    69718   21.85%x_ENSP0000026386 N      2      1      2
      3     4       63.1660   509       52.7013       63.9786    71632   21.40%x_ENSP0000026386 U      3      1      2
      4     4       62.9007   612       52.7013       63.9786    72602   21.40%y_ENSP0000035756 D      4      3      3
      5     5       60.1276   700       52.7013       63.9786    79159   21.40%y_ENSP0000034517 N      5      4      4
      6     6       59.8656   301       52.7013       63.9786    80902   21.40%x_ENSP0000024590 D      6      5      5
      7     5        cutoff             52.7013       63.9786    81391   21.40%x_ENSP0000024590 U      7      5      5
      8     6       59.8349   289       52.7013       63.9786    84184   21.40%x_ENSP0000022032 D      8      6      6
      9     6       56.0794   246       52.7013       63.9786    85185   21.40%x_ENSP0000022032 U      9      6      6
     10     7       55.4836   269       52.7013       63.9786    86817   21.40%z_ENSMUSP0000002 N     10      9      7
Elapsed time = 5726.53 sec. (1295287.89 ticks, tree = 0.34 MB, solutions = 4)
     11     8       55.4051   242       52.7013       63.9786    87028   21.40%z_ENSMUSP0000002 D     11     10      8
     13    10       55.2363   271       52.7013       63.9786    87161   21.40%x_ENSMUSP0000002 D     13     12     10
     14    10       52.7260   209       52.7013       63.9786    87496   21.40%x_ENSMUSP0000002 U     14     12     10
     15    10       52.7240   223       52.7013       63.9786    87621   21.40%x_ENSMUSP0000001 N     15     14     11
     17    10       63.8601   730       52.7013       63.9778    88349   21.40%x_ENSMUSP0000002 D     17      2      3
     18    11       63.7865   656       52.7013       63.9778    88732   21.40%y_ENSP0000024126 D     18     17      4
     20    11       63.7468   621       52.7013       63.9778    89050   21.40%y_ENSP0000034107 D     20     18      5
     21    12       63.7399   599       52.7013       63.9778    89279   21.40%y_ENSP0000035756 D     21     20      6
     22    13       63.2163   630       52.7013       63.9778    90917   21.40%x_ENSP0000024590 D     22     21      7
     23    14       63.1144   270       52.7013       63.9778    91645   21.40%x_ENSP0000022032 N     23     22      8
Elapsed time = 6156.58 sec. (1444040.25 ticks, tree = 0.80 MB, solutions = 4)
     24    15       63.0223   154       52.7013       63.9778    91759   21.40%x_ENSP0000022279 D     24     23      9
     25    15       57.6851   639       52.7013       63.9778    94385   21.40%x_ENSP0000022279 U     25     23      9
     26    16       57.6804   606       52.7013       63.9778    94632   21.40%z_ENSMUSP0000004 D     26     25     10
     28    16       56.0512   364       52.7013       63.9778    94831   21.40%z_ENSMUSP0000003 U     28     26     11
     29    17       56.0366   431       52.7013       63.9778    95033   21.40%x_ENSMUSP0000003 D     29     28     12
     30    18       55.0803   151       52.7013       63.9778    95752   21.40%x_ENSMUSP0000003 U     30     28     12
     31    19       53.4903   464       52.7013       63.9778   103119   21.40%x_ENSMUSP0000002 N     31     29     13
     33    17       53.3874   296       52.7013       63.9778   103635   21.40%x_ENSMUSP0000005 D     33     31     14
     35    17       60.7169   516       52.7013       63.7857   105619   21.03%x_ENSMUSP0000002 U     35      2      3
     36    18       60.6781   629       52.7013       63.7857   105986   21.03%y_ENSP0000024126 D     36     35      4
Elapsed time = 6769.35 sec. (1633797.07 ticks, tree = 1.07 MB, solutions = 4)
     37    19       60.6048   630       52.7013       63.7857   106781   21.03%y_ENSP0000034107 D     37     36      5
     38    20       60.5936   572       52.7013       63.7857   106953   21.03%y_ENSP0000026817 D     38     37      6
     39    21       60.2326   245       52.7013       63.7857   108891   21.03%x_ENSP0000024590 D     39     38      7
     41    23       58.6308   217       52.7013       63.7857   111206   21.03%x_ENSP0000022032 N     41     40      9
     42    24       58.5290   247       52.7013       63.7857   111704   21.03%x_ENSP0000022279 D     42     41     10
     44    24       58.3842   108       52.7013       63.7857   111906   21.03%z_ENSMUSP0000002 U     44     42     11
     46    26       58.3252   133       52.7013       63.7857   112110   21.03%x_ENSP0000033366 D     46     45     13
     47    27       58.2812    68       52.7013       63.7857   112185   21.03%x_ENSP0000035646 D     47     46     14
     48    28       55.9599    17       52.7013       63.7857   112552   21.03%x_ENSMUSP0000000 U     48     47     15
     50    30       55.7926    60       52.7013       63.7857   112761   21.03%x_ENSP0000021809 D     50     49     17
Elapsed time = 7119.07 sec. (1700108.72 ticks, tree = 38.94 MB, solutions = 4)
     51    29        cutoff             52.7013       63.7857   113448   21.03%x_ENSMUSP0000009 N     51     50     18
     52    28        cutoff             52.7013       63.7857   113607   21.03%x_ENSMUSP0000009 U     52     50     18
     53    27        cutoff             52.7013       63.7439   113726   20.95%y_ENSP0000034107 U     53     18      5
     55    25        cutoff             52.7013       63.1662   113991   19.86%x_ENSP0000024590 U     55     21      7
     56    26       58.9587   237       52.7013       63.0223   114877   19.58%x_ENSP0000022032 U     56     22      8
     58    28       58.4594   189       52.7013       63.0223   115702   19.58%z_ENSMUSP0000002 D     58     57     10
     60    30       58.4200   254       52.7013       63.0223   115880   19.58%x_ENSP0000033366 D     60     59     12
     63    33       56.8400   115       52.7013       63.0223   116296   19.58%x_ENSP0000026659 D     63     62     15
     64    34       56.0210   127       52.7013       63.0223   116680   19.58%x_ENSMUSP0000008 D     64     63     16
     65    35       54.1878   202       52.7013       63.0223   117872   19.58%x_ENSMUSP0000003 N     65     64     17
Elapsed time = 7271.89 sec. (1751945.76 ticks, tree = 39.27 MB, solutions = 4)
     66    36       53.7283   174       52.7013       63.0223   118223   19.58%x_ENSMUSP0000002 D     66     65     18
     69    37       53.5748   147       52.7013       63.0223   118468   19.58%x_ENSMUSP0000003 U     69     67     20
     70    37       52.7165   140       52.7013       63.0223   118907   19.58%x_ENSMUSP0000001 D     70     69     21
     72    37       61.9602   159       52.7013       63.0137   119735   19.57%x_ENSMUSP0000001 D     72     24     10
     73    38       61.7601   165       52.7013       63.0137   120121   19.57%x_ENSMUSP0000000 D     73     72     11
     74    39       61.5869   177       52.7013       63.0137   120588   19.57%x_ENSP0000033366 D     74     73     12
     76    41       61.4042   175       52.7013       63.0137   120910   19.57%x_ENSMUSP0000003 D     76     75     14
     77    42       59.4855    86       52.7013       63.0137   121939   19.57%x_ENSMUSP0000008 U     77     76     15
     78    43       58.7839   268       52.7013       63.0137   123982   19.57%x_ENSP0000035646 N     78     77     16
     79    44       58.7791   260       52.7013       63.0137   124049   19.57%x_ENSMUSP0000010 D     79     78     17
Elapsed time = 7403.01 sec. (1785697.30 ticks, tree = 39.87 MB, solutions = 4)
     81    44    infeasible             52.7013       63.0137   124219   19.57%z_ENSMUSP0000008 D     81     80     19
     82    45       57.8774   195       52.7013       63.0137   124997   19.57%z_ENSMUSP0000008 U     82     80     19
     84    47       57.7700   116       52.7013       63.0137   125345   19.57%x_ENSMUSP0000003 D     84     83     21
     85    48       57.7077   372       52.7013       63.0137   125780   19.57%x_ENSMUSP0000004 D     85     84     22
     87    50       57.6620   146       52.7013       63.0137   126085   19.57%x_ENSP0000030217 D     87     86     24
     88    51       57.6077   146       52.7013       63.0137   126255   19.57%x_ENSMUSP0000004 D     88     87     25
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
     89    50        cutoff             52.7013       63.0137   126263   19.57%x_ENSMUSP0000009 U     89     88     26
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
     90    51       55.6915   154       52.7013       63.0137   126453   19.57%x_ENSMUSP0000009 D     90     88     26
     92    53       55.4330    87       52.7013       63.0137   126627   19.57%x_ENSP0000033094 D     92     91     28
     93    54       52.9409    59       52.7013       63.0137   127815   19.57%x_ENSP0000025830 N     93     92     29
Elapsed time = 7594.02 sec. (1862759.84 ticks, tree = 40.54 MB, solutions = 4)
     96    53       59.1445    80       52.7013       62.3481   128733   18.30%x_ENSMUSP0000001 U     96     24     10
     97    54       58.5404   246       52.7013       62.3481   131229   18.30%x_ENSP0000035646 D     97     96     11
     98    55       58.4278   263       52.7013       62.3481   131617   18.30%x_ENSMUSP0000000 D     98     97     12
    100    55        cutoff             52.7013       62.3481   132109   18.30%x_ENSMUSP0000003 U    100     99     14
    101    56       58.1559    39       52.7013       62.3481   133029   18.30%x_ENSMUSP0000003 D    101     99     14
Lazy DEBUG Label, root: ENSMUSP00000099793   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    102    55        cutoff             52.7013       62.3481   133397   18.30%z_ENSMUSP0000001 U    102    101     15
    103    56       57.0429   538       52.7013       62.3481   133922   18.30%z_ENSMUSP0000001 D    103    101     15
    104    56       56.9844   637       52.7013       62.3481   134356   18.30%x_ENSP0000026659 D    104    103     16
    105    57       56.9840   623       52.7013       62.3481   134384   18.30%mm_ENSP000003201 D    105    104     17
    107    59       56.9303   273       52.7013       62.3481   134671   18.30%y_ENSP0000031593 D    107    106     19
Elapsed time = 7815.31 sec. (1934574.11 ticks, tree = 40.87 MB, solutions = 4)
    110    62       55.1774   176       52.7013       62.3481   136603   18.30%x_ENSMUSP0000010 N    110    109     22
    112    62       53.2923   196       52.7013       62.3481   136844   18.30%z_ENSMUSP0000001 U    112    110     23
    114    62        cutoff             52.7013       62.3481   137093   18.30%x_ENSMUSP0000004 U    114    113     25
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    115    63       52.7260    40       52.7013       62.3481   137167   18.30%x_ENSMUSP0000004 D    115    113     25
    118    62       59.9853   643       52.7013       61.8977   140075   17.45%x_ENSMUSP0000002 U    118      0      1
    119    63       57.9342   478       52.7013       61.8977   142980   17.45%x_ENSP0000024590 D    119    118      2
    120    64       57.8783   486       52.7013       61.8977   143634   17.45%x_ENSMUSP0000002 D    120    119      3
    121    65       57.7578   471       52.7013       61.8977   143982   17.45%x_ENSMUSP0000001 D    121    120      4
    122    66       57.4526   162       52.7013       61.8977   148052   17.45%x_ENSP0000022032 D    122    121      5
    123    67       57.4005   486       52.7013       61.8977   150115   17.45%z_ENSMUSP0000001 D    123    122      6
Elapsed time = 8142.77 sec. (2026472.85 ticks, tree = 41.41 MB, solutions = 4)
    126    70       57.3342   163       52.7013       61.8977   150324   17.45%z_ENSMUSP0000003 D    126    125      9
    127    71       57.0325   470       52.7013       61.8977   151274   17.45%x_ENSP0000035646 D    127    126     10
    128    72       56.9650   102       52.7013       61.8977   154771   17.45%x_ENSP0000022279 D    128    127     11
    129    73       55.7422   497       52.7013       61.8977   158694   17.45%x_ENSP0000026659 N    129    128     12
    130    74       53.0261   188       52.7013       61.8977   159609   17.45%x_ENSMUSP0000009 U    130    129     13
    131    75       53.0067   239       52.7013       61.8977   159855   17.45%x_ENSP0000026386 D    131    130     14
    134    74       58.4297   102       52.7013       61.7564   160989   17.18%x_ENSMUSP0000000 U    134     72     11
    136    76       58.2059   100       52.7013       61.7564   161106   17.18%z_ENSMUSP0000001 D    136    135     13
    137    77       58.1996    56       52.7013       61.7564   161113   17.18%x_ENSMUSP0000008 D    137    136     14
